AttractionType,CityName,Rating,Attraction
Flea & Street Markets,Province of Cordoba,0.5,Malioboro Road
Flea & Street Markets,Province of Cordoba,1.0,Malioboro Road
Flea & Street Markets,Boca Raton,0.0,Malioboro Road
Flea & Street Markets,Kurwongbah,0.25,Malioboro Road
Flea & Street Markets,Vung Tau,0.0,Malioboro Road
Flea & Street Markets,Vung Tau,1.0,Malioboro Road
Flea & Street Markets,Kenmore,1.0,Malioboro Road
Flea & Street Markets,Kenmore,0.75,Malioboro Road
Flea & Street Markets,Kenmore,0.25,Malioboro Road
Flea & Street Markets,Kandy,0.5,Malioboro Road
Flea & Street Markets,Megamendung,0.75,Malioboro Road
Flea & Street Markets,Megamendung,0.5,Malioboro Road
Flea & Street Markets,Megamendung,1.0,Malioboro Road
Flea & Street Markets,Qingdao,1.0,Malioboro Road
Flea & Street Markets,Ashgabat,0.75,Malioboro Road
Flea & Street Markets,Ashgabat,0.25,Malioboro Road
Flea & Street Markets,Ashgabat,0.0,Malioboro Road
Flea & Street Markets,Winnipeg,0.25,Malioboro Road
Flea & Street Markets,Winnipeg,0.0,Malioboro Road
Flea & Street Markets,Winnipeg,0.75,Malioboro Road
Flea & Street Markets,Moorpark,0.75,Malioboro Road
Flea & Street Markets,Kakegawa,1.0,Malioboro Road
Flea & Street Markets,Chinchilla,0.75,Malioboro Road
Flea & Street Markets,Tampa,0.75,Malioboro Road
Flea & Street Markets,Malolo Island,0.25,Malioboro Road
Flea & Street Markets,Malolo Island,0.0,Malioboro Road
Flea & Street Markets,Florianopolis,1.0,Malioboro Road
Flea & Street Markets,Florianopolis,0.5,Malioboro Road
Flea & Street Markets,Florianopolis,0.75,Malioboro Road
Flea & Street Markets,Halong Bay,0.75,Malioboro Road
Flea & Street Markets,Victorville,0.75,Malioboro Road
Flea & Street Markets,Victorville,0.5,Malioboro Road
Flea & Street Markets,Puerto Rico,0.75,Malioboro Road
Flea & Street Markets,Puerto Rico,0.5,Malioboro Road
Flea & Street Markets,Sea Isle City,0.5,Malioboro Road
Flea & Street Markets,Sea Isle City,0.75,Malioboro Road
Flea & Street Markets,The Ponds,0.75,Malioboro Road
Flea & Street Markets,The Ponds,1.0,Malioboro Road
Flea & Street Markets,Sacramento,1.0,Malioboro Road
Flea & Street Markets,Newport Beach,0.5,Malioboro Road
Flea & Street Markets,Newport Beach,1.0,Malioboro Road
Flea & Street Markets,Excelsior,0.75,Malioboro Road
Flea & Street Markets,Rivas,0.0,Malioboro Road
Flea & Street Markets,Manaus,1.0,Malioboro Road
Flea & Street Markets,Sweet Home,1.0,Malioboro Road
Flea & Street Markets,Sunset Valley,0.5,Malioboro Road
Flea & Street Markets,Manaus,0.75,Malioboro Road
Flea & Street Markets,Manaus,0.5,Malioboro Road
Flea & Street Markets,The Cincinnati Region,1.0,Malioboro Road
Flea & Street Markets,The Cincinnati Region,0.75,Malioboro Road
Flea & Street Markets,Tampa,0.5,Malioboro Road
Flea & Street Markets,Warwick,0.75,Malioboro Road
Flea & Street Markets,Manaus,0.25,Malioboro Road
Flea & Street Markets,New Westminster,1.0,Malioboro Road
Flea & Street Markets,New Westminster,0.5,Malioboro Road
Flea & Street Markets,New Westminster,0.0,Malioboro Road
Flea & Street Markets,Varsity Lakes,0.25,Malioboro Road
Flea & Street Markets,Varsity Lakes,0.75,Malioboro Road
Flea & Street Markets,Varsity Lakes,0.5,Malioboro Road
Flea & Street Markets,Kanto,0.5,Malioboro Road
Flea & Street Markets,Varsity Lakes,1.0,Malioboro Road
Flea & Street Markets,Traverse City,1.0,Malioboro Road
Flea & Street Markets,Thousand Islands New York,1.0,Malioboro Road
Flea & Street Markets,Indian Shores,0.5,Malioboro Road
Flea & Street Markets,Murray Bridge,0.75,Malioboro Road
Flea & Street Markets,Varsity Lakes,0.0,Malioboro Road
Flea & Street Markets,Coral Springs,0.5,Malioboro Road
Flea & Street Markets,Havana,0.0,Malioboro Road
Flea & Street Markets,West Berlin,0.75,Malioboro Road
Flea & Street Markets,Ubud,0.75,Malioboro Road
Flea & Street Markets,Ubud,1.0,Malioboro Road
Flea & Street Markets,Mooroopna,0.75,Malioboro Road
Flea & Street Markets,Georgetown,1.0,Malioboro Road
Flea & Street Markets,Moss Vale,0.0,Malioboro Road
Flea & Street Markets,Moss Vale,1.0,Malioboro Road
Flea & Street Markets,Weaverville,0.0,Malioboro Road
Flea & Street Markets,Weaverville,0.5,Malioboro Road
Flea & Street Markets,Weaverville,1.0,Malioboro Road
Flea & Street Markets,Weaverville,0.25,Malioboro Road
Flea & Street Markets,Todd Mission,1.0,Malioboro Road
Flea & Street Markets,Weaverville,0.75,Malioboro Road
Flea & Street Markets,Sequim,1.0,Malioboro Road
Flea & Street Markets,Whittier,0.5,Malioboro Road
Flea & Street Markets,Voorhees,0.75,Malioboro Road
Flea & Street Markets,Voorhees,0.25,Malioboro Road
Flea & Street Markets,Voorhees,1.0,Malioboro Road
Flea & Street Markets,Voorhees,0.5,Malioboro Road
Flea & Street Markets,Innisfil,0.5,Malioboro Road
Flea & Street Markets,Shiki,0.5,Malioboro Road
Flea & Street Markets,Shiki,1.0,Malioboro Road
Flea & Street Markets,Shiki,0.75,Malioboro Road
Flea & Street Markets,Roppongi,1.0,Malioboro Road
Flea & Street Markets,Roppongi,0.75,Malioboro Road
Flea & Street Markets,Cape Town S. Africa,0.75,Malioboro Road
Flea & Street Markets,Cape Town S. Africa,1.0,Malioboro Road
Flea & Street Markets,Cape Town S. Africa,0.0,Malioboro Road
Flea & Street Markets,Owen Sound,0.5,Malioboro Road
Flea & Street Markets,Owen Sound,0.75,Malioboro Road
Flea & Street Markets,Crystal River,0.75,Malioboro Road
Flea & Street Markets,Crystal River,1.0,Malioboro Road
Flea & Street Markets,Crystal River,0.5,Malioboro Road
Flea & Street Markets,Owen Sound,0.25,Malioboro Road
Flea & Street Markets,Owen Sound,1.0,Malioboro Road
Flea & Street Markets,Pataskala,1.0,Malioboro Road
Flea & Street Markets,Kissimmee,0.5,Malioboro Road
Flea & Street Markets,Sea Isle City,1.0,Malioboro Road
Flea & Street Markets,Sea Isle City,0.0,Malioboro Road
Flea & Street Markets,Owen Sound,0.0,Malioboro Road
Flea & Street Markets,Victorville,1.0,Malioboro Road
Flea & Street Markets,McCall,0.5,Malioboro Road
Flea & Street Markets,Mobile,0.25,Malioboro Road
Flea & Street Markets,Karuizawa-machi,0.5,Malioboro Road
Flea & Street Markets,Mulwala,0.5,Malioboro Road
Flea & Street Markets,Fairbanks,1.0,Malioboro Road
Flea & Street Markets,West Covina,1.0,Malioboro Road
Flea & Street Markets,Tiburon,1.0,Malioboro Road
Flea & Street Markets,Tiburon,0.75,Malioboro Road
Flea & Street Markets,Monkton,0.75,Malioboro Road
Flea & Street Markets,SUDAMERICA,1.0,Malioboro Road
Volcanos,Rivas,0.75,Merapi Volcano
Volcanos,Westerville,0.5,Merapi Volcano
Volcanos,NL,0.0,Merapi Volcano
Volcanos,Hong Kong,0.75,Merapi Volcano
Volcanos,Hong Kong,0.25,Merapi Volcano
Volcanos,Hong Kong,0.0,Merapi Volcano
Volcanos,Tampa,1.0,Merapi Volcano
Volcanos,The Villages,1.0,Merapi Volcano
Volcanos,Texada Island,1.0,Merapi Volcano
Volcanos,Georgetown,0.5,Merapi Volcano
Volcanos,Montville,0.75,Merapi Volcano
Volcanos,Trophy Club,0.75,Merapi Volcano
Volcanos,Trophy Club,1.0,Merapi Volcano
Volcanos,Coogee,0.25,Merapi Volcano
Volcanos,Coogee,0.75,Merapi Volcano
Volcanos,Beaumaris,0.75,Merapi Volcano
Volcanos,Beaumaris,0.5,Merapi Volcano
Volcanos,West Palm Beach,1.0,Merapi Volcano
Volcanos,Excelsior,1.0,Merapi Volcano
Volcanos,Excelsior,0.5,Merapi Volcano
Volcanos,Trophy Club,0.5,Merapi Volcano
Volcanos,Missouri Valley,0.5,Merapi Volcano
Volcanos,Murchison,1.0,Merapi Volcano
Volcanos,Blackalls Park,0.5,Merapi Volcano
Volcanos,Blackalls Park,1.0,Merapi Volcano
Volcanos,Blackalls Park,0.75,Merapi Volcano
Volcanos,NYC,0.75,Merapi Volcano
Volcanos,NYC,0.5,Merapi Volcano
Volcanos,NYC,1.0,Merapi Volcano
Volcanos,Whidbey Island,0.0,Merapi Volcano
Volcanos,Whidbey Island,0.5,Merapi Volcano
Volcanos,Whidbey Island,0.75,Merapi Volcano
Volcanos,Whidbey Island,1.0,Merapi Volcano
Volcanos,Blackalls Park,0.25,Merapi Volcano
Volcanos,Sweet Home,1.0,Merapi Volcano
Volcanos,Sweet Home,0.75,Merapi Volcano
Volcanos,Rivas,1.0,Merapi Volcano
Volcanos,Hong Kong,0.5,Merapi Volcano
Volcanos,Hong Kong,1.0,Merapi Volcano
Volcanos,Dunsborogh,1.0,Merapi Volcano
Volcanos,Dunsborogh,0.75,Merapi Volcano
Volcanos,Gampaha,0.0,Merapi Volcano
Volcanos,Gampaha,0.75,Merapi Volcano
Volcanos,Bizerte,0.5,Merapi Volcano
Volcanos,Kailua,1.0,Merapi Volcano
Volcanos,Kailua,0.75,Merapi Volcano
Volcanos,Sulaymaniyah,1.0,Merapi Volcano
Volcanos,Sulaymaniyah,0.75,Merapi Volcano
Volcanos,Blackalls Park,0.0,Merapi Volcano
Volcanos,Rittman,0.75,Merapi Volcano
Volcanos,Rittman,1.0,Merapi Volcano
Volcanos,Province of Cordoba,0.5,Merapi Volcano
Volcanos,Province of Cordoba,0.75,Merapi Volcano
Volcanos,Moorpark,1.0,Merapi Volcano
Volcanos,Moorpark,0.5,Merapi Volcano
Volcanos,Niagara-on-the-Lake,0.75,Merapi Volcano
Volcanos,Niagara-on-the-Lake,1.0,Merapi Volcano
Volcanos,Hebron,0.75,Merapi Volcano
Volcanos,New Westminster,0.5,Merapi Volcano
Volcanos,New Westminster,0.75,Merapi Volcano
Volcanos,New Westminster,1.0,Merapi Volcano
Volcanos,Traverse City,1.0,Merapi Volcano
Volcanos,Uruma,0.75,Merapi Volcano
Volcanos,The Villages,0.75,Merapi Volcano
Volcanos,The Villages,0.5,Merapi Volcano
Volcanos,Doha,1.0,Merapi Volcano
Volcanos,Doha,0.5,Merapi Volcano
Volcanos,Arraial d'Ajuda,1.0,Merapi Volcano
Volcanos,Arraial d'Ajuda,0.75,Merapi Volcano
Volcanos,Irvington,1.0,Merapi Volcano
Volcanos,Riverside,1.0,Merapi Volcano
Volcanos,Wildwood,0.75,Merapi Volcano
Volcanos,Wildwood,1.0,Merapi Volcano
Volcanos,Jupiter,1.0,Merapi Volcano
Volcanos,Millington,0.75,Merapi Volcano
Volcanos,Millington,0.25,Merapi Volcano
Volcanos,Bangor,1.0,Merapi Volcano
Volcanos,Bangor,0.5,Merapi Volcano
Volcanos,Bangor,0.75,Merapi Volcano
Volcanos,Wolfeboro,1.0,Merapi Volcano
Volcanos,Wolfeboro,0.75,Merapi Volcano
Volcanos,Framingham,0.75,Merapi Volcano
Volcanos,Kirwan,0.25,Merapi Volcano
Volcanos,Kirwan,0.5,Merapi Volcano
Volcanos,Province of Cordoba,1.0,Merapi Volcano
Volcanos,Oberlin,0.75,Merapi Volcano
Volcanos,Oberlin,0.5,Merapi Volcano
Volcanos,Tampa,0.75,Merapi Volcano
Volcanos,Tampa,0.5,Merapi Volcano
Volcanos,Manaus,0.75,Merapi Volcano
Volcanos,Shelby,1.0,Merapi Volcano
Volcanos,Shelby,0.75,Merapi Volcano
Volcanos,Shelby,0.5,Merapi Volcano
Volcanos,Sunset Valley,1.0,Merapi Volcano
Volcanos,Thousand Islands New York,1.0,Merapi Volcano
Volcanos,Stittsville,1.0,Merapi Volcano
Volcanos,Stittsville,0.75,Merapi Volcano
Volcanos,Stittsville,0.5,Merapi Volcano
Volcanos,Niagara Falls,1.0,Merapi Volcano
Volcanos,Niagara Falls,0.75,Merapi Volcano
Volcanos,Maniwa,0.75,Merapi Volcano
Volcanos,Maniwa,0.5,Merapi Volcano
Volcanos,Rivas,0.5,Merapi Volcano
Volcanos,Pocono Mtns,1.0,Merapi Volcano
Volcanos,Doha,0.75,Merapi Volcano
Volcanos,Westerville,0.75,Merapi Volcano
Volcanos,Whittier,1.0,Merapi Volcano
Volcanos,Trophy Club,0.0,Merapi Volcano
Volcanos,Alstonville,0.5,Merapi Volcano
Volcanos,Alstonville,0.75,Merapi Volcano
Volcanos,Buenos Aires,1.0,Merapi Volcano
Volcanos,Buenos Aires,0.5,Merapi Volcano
Volcanos,Huntington Woods,1.0,Merapi Volcano
Volcanos,Ashfield,1.0,Merapi Volcano
Volcanos,Mordialloc,0.75,Merapi Volcano
Volcanos,Sunset Valley,0.25,Merapi Volcano
Volcanos,Redmond,0.0,Merapi Volcano
Volcanos,Bishan,1.0,Merapi Volcano
Volcanos,Gurgaon District,0.75,Merapi Volcano
Volcanos,Megamendung,1.0,Merapi Volcano
Volcanos,Megamendung,0.5,Merapi Volcano
Volcanos,Bicton,0.75,Merapi Volcano
Volcanos,Dunn Loring,0.75,Merapi Volcano
Volcanos,Mongolia,0.75,Merapi Volcano
Volcanos,Mont Albert,1.0,Merapi Volcano
Volcanos,Mont Albert,0.75,Merapi Volcano
Volcanos,Sulaymaniyah,0.5,Merapi Volcano
Volcanos,Stone Town,1.0,Merapi Volcano
Volcanos,Cohuna,0.75,Merapi Volcano
Volcanos,Wood River,1.0,Merapi Volcano
Volcanos,Wood River,0.75,Merapi Volcano
Volcanos,Mobile,1.0,Merapi Volcano
Volcanos,Boca Raton,1.0,Merapi Volcano
Volcanos,Boca Raton,0.5,Merapi Volcano
Volcanos,Boca Raton,0.75,Merapi Volcano
Volcanos,Crystal River,1.0,Merapi Volcano
Volcanos,Crystal River,0.75,Merapi Volcano
Volcanos,Boca Raton,0.25,Merapi Volcano
Volcanos,Redmond,0.75,Merapi Volcano
Volcanos,Trophy Club,0.25,Merapi Volcano
Volcanos,Sunset Valley,0.75,Merapi Volcano
Volcanos,Arnhem,1.0,Merapi Volcano
Volcanos,Arnhem,0.5,Merapi Volcano
Volcanos,Arnhem,0.75,Merapi Volcano
Volcanos,Fredericton,1.0,Merapi Volcano
Volcanos,Fredericton,0.75,Merapi Volcano
Volcanos,Fredericton,0.5,Merapi Volcano
Volcanos,Copacabana,0.75,Merapi Volcano
Volcanos,Copacabana,0.5,Merapi Volcano
Volcanos,Jarrahdale,0.5,Merapi Volcano
Volcanos,Jarrahdale,0.25,Merapi Volcano
Volcanos,Boca Raton,0.0,Merapi Volcano
Volcanos,Red Bank,1.0,Merapi Volcano
Volcanos,Atizapan de Zaragoza,1.0,Merapi Volcano
Volcanos,Huntington Beach,1.0,Merapi Volcano
Volcanos,Saint Clair Shores,1.0,Merapi Volcano
Volcanos,Saint Clair Shores,0.75,Merapi Volcano
Volcanos,Saint Clair Shores,0.5,Merapi Volcano
Volcanos,Edmonton,1.0,Merapi Volcano
Volcanos,Daytona Beach Shores,0.75,Merapi Volcano
Volcanos,Wyncote,0.75,Merapi Volcano
Volcanos,Gurnee,1.0,Merapi Volcano
Volcanos,Gurnee,0.5,Merapi Volcano
Volcanos,yachats,1.0,Merapi Volcano
Volcanos,yachats,0.5,Merapi Volcano
Volcanos,Sydney Australia,1.0,Merapi Volcano
Volcanos,Excelsior,0.0,Merapi Volcano
Volcanos,Clifton,1.0,Merapi Volcano
Volcanos,Whittier,0.25,Merapi Volcano
Volcanos,Traverse City,0.5,Merapi Volcano
Volcanos,Traverse City,0.75,Merapi Volcano
Volcanos,Traverse City,0.25,Merapi Volcano
Volcanos,Saint Joseph,0.5,Merapi Volcano
Volcanos,Saint Joseph,0.75,Merapi Volcano
Volcanos,Saint Joseph,1.0,Merapi Volcano
Volcanos,Anna Bay,1.0,Merapi Volcano
Volcanos,Anna Bay,0.75,Merapi Volcano
Volcanos,tunisie,0.75,Merapi Volcano
Volcanos,tunisie,0.5,Merapi Volcano
Volcanos,tunisie,1.0,Merapi Volcano
Volcanos,Pocatello,0.5,Merapi Volcano
Volcanos,Yucaipa,0.75,Merapi Volcano
Volcanos,Yucaipa,0.5,Merapi Volcano
Volcanos,Sequim,0.0,Merapi Volcano
Volcanos,Sequim,1.0,Merapi Volcano
Volcanos,Sequim,0.25,Merapi Volcano
Volcanos,Delhi,1.0,Merapi Volcano
Volcanos,Delhi,0.75,Merapi Volcano
Volcanos,Roberts Creek,1.0,Merapi Volcano
Volcanos,Roberts Creek,0.75,Merapi Volcano
Volcanos,Sunset Beach,0.75,Merapi Volcano
Volcanos,Sunset Beach,1.0,Merapi Volcano
Volcanos,Sunset Beach,0.5,Merapi Volcano
Volcanos,Province of Cordoba,0.25,Merapi Volcano
Volcanos,Sea Isle City,1.0,Merapi Volcano
Volcanos,Sea Isle City,0.75,Merapi Volcano
Volcanos,Manaus,1.0,Merapi Volcano
Volcanos,Manaus,0.5,Merapi Volcano
Volcanos,Cliffside Park,1.0,Merapi Volcano
Volcanos,Cliffside Park,0.75,Merapi Volcano
Volcanos,Cliffside Park,0.5,Merapi Volcano
Volcanos,Manaus,0.25,Merapi Volcano
Volcanos,Edmonton,0.75,Merapi Volcano
Volcanos,Biloela,1.0,Merapi Volcano
Volcanos,Biloela,0.5,Merapi Volcano
Volcanos,Biloela,0.75,Merapi Volcano
Volcanos,Umdloti,1.0,Merapi Volcano
Volcanos,Sedona,0.5,Merapi Volcano
Volcanos,Sedona,0.25,Merapi Volcano
Volcanos,Franklin,0.75,Merapi Volcano
Volcanos,Franklin,0.25,Merapi Volcano
Volcanos,Ja Ela,0.75,Merapi Volcano
Volcanos,Varsity Lakes,0.75,Merapi Volcano
Volcanos,Varsity Lakes,0.5,Merapi Volcano
Volcanos,Ayase-shi,0.75,Merapi Volcano
Volcanos,Horsfield Bay,0.75,Merapi Volcano
Volcanos,Varsity Lakes,1.0,Merapi Volcano
Volcanos,Wood River,0.5,Merapi Volcano
Volcanos,Varsity Lakes,0.25,Merapi Volcano
Volcanos,Varsity Lakes,0.0,Merapi Volcano
Volcanos,Navarre,0.5,Merapi Volcano
Volcanos,Kihei,1.0,Merapi Volcano
Volcanos,Kihei,0.75,Merapi Volcano
Volcanos,Evansville,1.0,Merapi Volcano
Volcanos,Evansville,0.25,Merapi Volcano
Volcanos,Evansville,0.75,Merapi Volcano
Volcanos,Weston,0.5,Merapi Volcano
Volcanos,Weston,1.0,Merapi Volcano
Volcanos,Halls Gap,1.0,Merapi Volcano
Volcanos,Halls Gap,0.75,Merapi Volcano
Volcanos,Halls Gap,0.5,Merapi Volcano
Volcanos,Weaverville,0.75,Merapi Volcano
Volcanos,Weaverville,0.5,Merapi Volcano
Volcanos,Weaverville,1.0,Merapi Volcano
Volcanos,brisbane au,0.25,Merapi Volcano
Volcanos,Hilo,1.0,Merapi Volcano
Volcanos,Hilo,0.75,Merapi Volcano
Volcanos,Hilo,0.5,Merapi Volcano
Volcanos,Sweet Home,0.5,Merapi Volcano
Volcanos,Weaverville,0.25,Merapi Volcano
Volcanos,Melaka State,0.75,Merapi Volcano
Volcanos,Shreveport,1.0,Merapi Volcano
Volcanos,Shreveport,0.25,Merapi Volcano
Volcanos,Del Mar,0.75,Merapi Volcano
Volcanos,Ventura,1.0,Merapi Volcano
Volcanos,Bermagui,0.75,Merapi Volcano
Volcanos,Big Sky,1.0,Merapi Volcano
Volcanos,Yorba Linda,1.0,Merapi Volcano
Volcanos,Yorba Linda,0.75,Merapi Volcano
Volcanos,Rivas,0.0,Merapi Volcano
Volcanos,Weaverville,0.0,Merapi Volcano
Volcanos,Taganga,0.25,Merapi Volcano
Volcanos,Kihei,0.5,Merapi Volcano
Volcanos,Del Mar,1.0,Merapi Volcano
Volcanos,Phillipsburg,0.75,Merapi Volcano
Volcanos,Phillipsburg,1.0,Merapi Volcano
Volcanos,Owen Sound,0.5,Merapi Volcano
Volcanos,Owen Sound,0.75,Merapi Volcano
Volcanos,Owen Sound,1.0,Merapi Volcano
Volcanos,Irving,0.75,Merapi Volcano
Volcanos,Montr̩al,1.0,Merapi Volcano
Volcanos,Owen Sound,0.25,Merapi Volcano
Volcanos,Lehigh Acres,1.0,Merapi Volcano
Volcanos,Lehigh Acres,0.75,Merapi Volcano
Volcanos,Owen Sound,0.0,Merapi Volcano
Volcanos,Mermaid Beach,0.25,Merapi Volcano
Volcanos,Megamendung,0.75,Merapi Volcano
Volcanos,Munno Para,1.0,Merapi Volcano
Volcanos,Munno Para,0.25,Merapi Volcano
Volcanos,Grand Rapids,0.25,Merapi Volcano
Volcanos,Grand Rapids,1.0,Merapi Volcano
Volcanos,Morne-A-l'Eau,0.75,Merapi Volcano
Volcanos,Whittier,0.5,Merapi Volcano
Volcanos,Williamsburg,1.0,Merapi Volcano
Volcanos,Williamsburg,0.75,Merapi Volcano
Volcanos,Williamsburg,0.5,Merapi Volcano
Volcanos,Mobile,0.25,Merapi Volcano
Volcanos,Del Mar,0.5,Merapi Volcano
Ballets,Saint Philip Parish,0.75,Ramayana Ballet at Prambanan
Ballets,Gulliver,0.75,Ramayana Ballet at Prambanan
Ballets,Saint Clair Shores,0.5,Ramayana Ballet at Prambanan
Ballets,Saint Clair Shores,1.0,Ramayana Ballet at Prambanan
Ballets,Ponta do Ouro,0.75,Ramayana Ballet at Prambanan
Ballets,Traverse City,0.75,Ramayana Ballet at Prambanan
Ballets,Blackalls Park,0.75,Ramayana Ballet at Prambanan
Ballets,Saint Clair Shores,0.75,Ramayana Ballet at Prambanan
Ballets,Blackalls Park,1.0,Ramayana Ballet at Prambanan
Ballets,Voorhees,0.75,Ramayana Ballet at Prambanan
Ballets,Trophy Club,1.0,Ramayana Ballet at Prambanan
Ballets,Whittier,1.0,Ramayana Ballet at Prambanan
Ballets,Trophy Club,0.75,Ramayana Ballet at Prambanan
Ballets,Hong Kong,1.0,Ramayana Ballet at Prambanan
Ballets,Hong Kong,0.75,Ramayana Ballet at Prambanan
Ballets,Hong Kong,0.5,Ramayana Ballet at Prambanan
Ballets,Rivas,1.0,Ramayana Ballet at Prambanan
Ballets,Victorville,1.0,Ramayana Ballet at Prambanan
Ballets,Victorville,0.75,Ramayana Ballet at Prambanan
Ballets,Del Mar,1.0,Ramayana Ballet at Prambanan
Ballets,Del Mar,0.75,Ramayana Ballet at Prambanan
Ballets,Narrabeen,0.75,Ramayana Ballet at Prambanan
Ballets,Atizapan de Zaragoza,1.0,Ramayana Ballet at Prambanan
Ballets,Province of Cordoba,0.5,Ramayana Ballet at Prambanan
Ballets,Mobile,1.0,Ramayana Ballet at Prambanan
Ballets,Mobile,0.5,Ramayana Ballet at Prambanan
Ballets,Rivas,0.75,Ramayana Ballet at Prambanan
Ballets,Rivas,0.5,Ramayana Ballet at Prambanan
Ballets,Hilo,0.75,Ramayana Ballet at Prambanan
Ballets,Hilo,1.0,Ramayana Ballet at Prambanan
Ballets,Rogers,0.75,Ramayana Ballet at Prambanan
Ballets,Asia,1.0,Ramayana Ballet at Prambanan
Ballets,Hong Kong,0.25,Ramayana Ballet at Prambanan
Ballets,Wood River,1.0,Ramayana Ballet at Prambanan
Ballets,Arraial d'Ajuda,0.5,Ramayana Ballet at Prambanan
Ballets,Arraial d'Ajuda,0.75,Ramayana Ballet at Prambanan
Ballets,Canada,0.75,Ramayana Ballet at Prambanan
Ballets,Hong Kong,0.0,Ramayana Ballet at Prambanan
Ballets,Newport Beach,0.75,Ramayana Ballet at Prambanan
Ballets,Newport Beach,0.0,Ramayana Ballet at Prambanan
Ballets,Pocono Mtns,1.0,Ramayana Ballet at Prambanan
Ballets,Pocono Mtns,0.5,Ramayana Ballet at Prambanan
Ballets,Pocono Mtns,0.75,Ramayana Ballet at Prambanan
Ballets,Hazelbrook,1.0,Ramayana Ballet at Prambanan
Ballets,Christies Beach,0.75,Ramayana Ballet at Prambanan
Ballets,Christies Beach,1.0,Ramayana Ballet at Prambanan
Ballets,Homebush,1.0,Ramayana Ballet at Prambanan
Ballets,Surprise,1.0,Ramayana Ballet at Prambanan
Ballets,Surprise,0.75,Ramayana Ballet at Prambanan
Ballets,Boca Raton,0.75,Ramayana Ballet at Prambanan
Ballets,Boca Raton,0.5,Ramayana Ballet at Prambanan
Ballets,Boca Raton,1.0,Ramayana Ballet at Prambanan
Ballets,Boca Raton,0.25,Ramayana Ballet at Prambanan
Ballets,Fredericton,1.0,Ramayana Ballet at Prambanan
Ballets,Maniwa,1.0,Ramayana Ballet at Prambanan
Ballets,Maniwa,0.75,Ramayana Ballet at Prambanan
Ballets,Boca Raton,0.0,Ramayana Ballet at Prambanan
Ballets,Lemoore,0.75,Ramayana Ballet at Prambanan
Ballets,Lemoore,0.5,Ramayana Ballet at Prambanan
Ballets,NYC,0.5,Ramayana Ballet at Prambanan
Ballets,NYC,0.75,Ramayana Ballet at Prambanan
Ballets,Severna Park,0.75,Ramayana Ballet at Prambanan
Ballets,Severna Park,0.25,Ramayana Ballet at Prambanan
Ballets,San Marino,0.75,Ramayana Ballet at Prambanan
Ballets,San Marino,0.5,Ramayana Ballet at Prambanan
Ballets,Hilo,0.0,Ramayana Ballet at Prambanan
Ballets,Manaus,0.75,Ramayana Ballet at Prambanan
Ballets,Manaus,1.0,Ramayana Ballet at Prambanan
Ballets,Thousand Islands New York,0.75,Ramayana Ballet at Prambanan
Ballets,Goulburn,0.5,Ramayana Ballet at Prambanan
Ballets,Garden City,0.75,Ramayana Ballet at Prambanan
Ballets,Varsity Lakes,1.0,Ramayana Ballet at Prambanan
Ballets,Varsity Lakes,0.75,Ramayana Ballet at Prambanan
Ballets,Haleiwa,1.0,Ramayana Ballet at Prambanan
Ballets,Haleiwa,0.25,Ramayana Ballet at Prambanan
Ballets,Haleiwa,0.5,Ramayana Ballet at Prambanan
Ballets,Varsity Lakes,0.5,Ramayana Ballet at Prambanan
Ballets,Rutland,1.0,Ramayana Ballet at Prambanan
Ballets,Davangere,1.0,Ramayana Ballet at Prambanan
Ballets,Davangere,0.75,Ramayana Ballet at Prambanan
Ballets,Edmonton,1.0,Ramayana Ballet at Prambanan
Ballets,Varsity Lakes,0.0,Ramayana Ballet at Prambanan
Ballets,Varsity Lakes,0.25,Ramayana Ballet at Prambanan
Ballets,Weaverville,1.0,Ramayana Ballet at Prambanan
Ballets,Dunn Loring,1.0,Ramayana Ballet at Prambanan
Ballets,Weaverville,0.75,Ramayana Ballet at Prambanan
Ballets,Weaverville,0.5,Ramayana Ballet at Prambanan
Ballets,Weaverville,0.25,Ramayana Ballet at Prambanan
Ballets,Millicent,0.25,Ramayana Ballet at Prambanan
Ballets,Millicent,0.5,Ramayana Ballet at Prambanan
Ballets,Millicent,0.75,Ramayana Ballet at Prambanan
Ballets,Owen Sound,1.0,Ramayana Ballet at Prambanan
Ballets,Connecticut,1.0,Ramayana Ballet at Prambanan
Ballets,Owen Sound,0.5,Ramayana Ballet at Prambanan
Ballets,Redding,1.0,Ramayana Ballet at Prambanan
Ballets,Redding,0.5,Ramayana Ballet at Prambanan
Ballets,Coral Springs,0.5,Ramayana Ballet at Prambanan
Ballets,Coral Springs,0.25,Ramayana Ballet at Prambanan
Ballets,Blind Bay,1.0,Ramayana Ballet at Prambanan
Ballets,Blind Bay,0.75,Ramayana Ballet at Prambanan
Ballets,Blind Bay,0.5,Ramayana Ballet at Prambanan
Ballets,Owen Sound,0.75,Ramayana Ballet at Prambanan
Ballets,Owen Sound,0.25,Ramayana Ballet at Prambanan
Ballets,Coral Springs,1.0,Ramayana Ballet at Prambanan
Ballets,Utah,1.0,Ramayana Ballet at Prambanan
Ballets,Tunis,0.5,Ramayana Ballet at Prambanan
Ballets,Tunis,0.75,Ramayana Ballet at Prambanan
Ballets,Vernal,0.75,Ramayana Ballet at Prambanan
Ancient Ruins,Jarrahdale,0.5,Ratu Boko Temple
